area_name,area_type,time_of_day,lighting_quality,crime_rate,crowd_density,incident_count,cctv_coverage,police_distance_km,safety_score,safety_label,lat,lng,ward_no,women_safety_risk,street_light_coverage,police_station_nearby,ncrb_crime_intensity
Sapna Sangeeta,commercial,7,good,low,high,1,yes,1.8,90.7,Safe,22.7273,75.88,41,low,full,0,0.43
Hira Nagar,residential,5,medium,low,low,10,no,3.0,39.9,Unsafe,22.7534,75.8823,62,low,partial,0,0.61
Sapna Sangeeta,commercial,0,good,low,low,1,yes,1.8,58.3,Medium,22.7273,75.88,41,low,full,0,0.67
Annapurna Road,commercial,7,medium,medium,medium,11,yes,3.0,56.9,Medium,22.6975,75.8782,7,low,partial,1,0.41
Rau Bypass,isolated,1,poor,high,low,28,no,7.5,21.9,Unsafe,22.6623,75.8034,1,high,none,0,1.01
AB Road,commercial,0,good,low,low,1,yes,1.3,58.8,Medium,22.7233,75.8958,52,low,full,0,0.62
Old Railway Lanes,isolated,9,poor,high,low,47,no,6.5,5.5,Unsafe,22.7134,75.8423,15,high,none,0,0.83
Chhota Bangarda,residential,10,medium,medium,low,21,no,5.0,33.8,Unsafe,22.7823,75.9123,76,low,none,0,0.42
Limbodi,residential,15,medium,medium,low,7,no,5.5,32.5,Unsafe,22.8123,75.8456,84,medium,partial,0,0.45
Bhanwarkuan,residential,3,medium,medium,low,14,no,3.5,14.8,Unsafe,22.6812,75.8645,3,low,partial,0,0.52
Scheme 140,residential,14,good,low,medium,1,yes,2.8,92.9,Safe,22.7634,75.8734,69,low,partial,0,0.41
Super Corridor,commercial,2,good,low,low,2,yes,2.0,58.4,Medium,22.8123,75.8934,85,low,full,0,0.66
Palda,residential,3,medium,medium,low,9,no,5.0,19.9,Unsafe,22.6734,75.9123,24,low,partial,0,0.51
Loha Mandi,industrial,2,poor,high,low,47,no,7.0,21.3,Unsafe,22.7089,75.8512,14,high,none,0,0.94
South Tukoganj,commercial,10,good,low,high,1,yes,0.8,95.2,Safe,22.7148,75.8826,12,low,full,0,0.48
Musakhedi,residential,15,poor,high,low,34,no,6.0,10.6,Unsafe,22.7134,75.8734,27,medium,partial,0,0.39
Lasudia,residential,8,poor,medium,low,16,no,5.0,24.1,Unsafe,22.7567,75.9234,72,low,partial,1,0.39
Pigdambar,isolated,21,poor,medium,low,20,no,8.0,7.4,Unsafe,22.8234,75.9234,87,low,none,0,1.01
Sudama Nagar,residential,11,medium,medium,low,6,no,4.5,45.9,Medium,22.6891,75.8731,4,low,partial,0,0.41
Lasudia,residential,20,poor,medium,low,12,no,5.0,18.9,Unsafe,22.7567,75.9234,72,low,partial,1,0.58
Sarafa Bazar,market,18,good,low,high,2,yes,0.9,88.6,Safe,22.7167,75.8554,9,low,partial,0,0.64
Geeta Bhawan,residential,0,good,low,low,1,yes,2.8,59.5,Medium,22.7242,75.882,38,low,full,0,0.55
Rau Bypass,isolated,6,poor,high,low,29,no,7.5,17.6,Unsafe,22.6623,75.8034,1,high,none,0,0.83
Rau Bypass,isolated,0,poor,high,low,26,no,7.5,22.5,Unsafe,22.6623,75.8034,1,high,none,0,1.01
Hatod Road,isolated,6,poor,high,low,20,no,8.5,19.7,Unsafe,22.7823,75.7934,81,low,none,0,0.8
Govind Colony,residential,8,medium,low,medium,12,no,3.8,58.1,Medium,22.7312,75.8912,47,low,partial,0,0.39
Bhagirathpura,residential,20,medium,medium,medium,10,no,4.0,11.3,Unsafe,22.7212,75.8489,28,high,partial,0,0.57
Navlakha,commercial,10,medium,low,high,6,yes,1.8,77.8,Safe,22.7156,75.8689,20,medium,partial,1,0.42
Bypass Roads,isolated,5,poor,high,low,39,no,9.0,21.1,Unsafe,22.7823,75.8789,80,high,none,0,0.96
Lasudia,residential,16,poor,medium,low,12,no,5.0,28.8,Unsafe,22.7567,75.9234,72,low,partial,1,0.42
Dewas Road,commercial,1,medium,medium,low,15,yes,4.0,21.7,Unsafe,22.7456,75.8234,75,low,partial,0,0.63
Govind Colony,residential,10,medium,low,medium,8,no,3.8,68.1,Medium,22.7312,75.8912,47,low,partial,0,0.39
Geeta Bhawan,residential,22,good,low,low,2,yes,2.8,59.3,Medium,22.7242,75.882,38,low,full,0,0.57
Tejpur Gadbadi,isolated,0,poor,high,low,45,no,9.5,10.6,Unsafe,22.7534,75.9345,73,low,none,0,0.98
Palda,residential,3,medium,medium,low,8,no,5.0,19.6,Unsafe,22.6734,75.9123,24,low,partial,0,0.54
Annapurna Road,commercial,19,medium,medium,medium,10,yes,3.0,61.6,Medium,22.6975,75.8782,7,low,partial,1,0.44
Navlakha,commercial,6,medium,low,medium,8,yes,1.8,69.0,Medium,22.7156,75.8689,20,medium,partial,1,0.5
Super Corridor,commercial,10,good,low,medium,5,yes,2.0,92.7,Safe,22.8123,75.8934,85,low,full,0,0.43
Kesar Bagh,residential,19,good,low,medium,3,yes,2.3,87.6,Safe,22.7189,75.8734,29,low,partial,0,0.44
Pardeshipura,industrial,20,medium,medium,low,12,no,5.0,8.5,Unsafe,22.7289,75.8534,33,medium,partial,1,0.98
Mhow Road,commercial,20,medium,medium,medium,9,yes,3.5,34.1,Unsafe,22.6534,75.8234,26,low,partial,0,0.59
Chhota Bangarda,residential,11,medium,medium,low,22,no,5.0,33.6,Unsafe,22.7823,75.9123,76,low,none,0,0.44
Rau Bypass,isolated,10,poor,high,low,38,no,7.5,20.0,Unsafe,22.6623,75.8034,1,high,none,0,0.8
Palda,residential,20,medium,medium,low,12,no,5.0,14.0,Unsafe,22.6734,75.9123,24,low,partial,0,0.6
Pigdambar,isolated,12,poor,medium,low,36,no,8.0,21.1,Unsafe,22.8234,75.9234,87,low,none,0,0.79
AB Road,commercial,19,good,low,high,1,yes,1.3,90.9,Safe,22.7233,75.8958,52,low,full,0,0.41
Khajrana,residential,12,medium,medium,medium,13,no,3.5,40.8,Medium,22.7395,75.9107,61,medium,partial,1,0.42
Bhanwarkuan,residential,4,medium,medium,low,16,no,3.5,14.1,Unsafe,22.6812,75.8645,3,low,partial,0,0.59
Bypass Roads,isolated,23,poor,high,low,29,no,9.0,24.8,Unsafe,22.7823,75.8789,80,high,none,0,0.98
Scheme 78,residential,0,good,low,low,4,yes,2.2,59.6,Medium,22.7467,75.8756,78,low,full,0,0.54
Tilak Nagar,residential,1,medium,medium,low,21,no,4.2,7.8,Unsafe,22.7089,75.8734,10,low,partial,1,0.52
Pardeshipura,industrial,0,medium,medium,low,16,no,5.0,13.3,Unsafe,22.7289,75.8534,33,medium,partial,1,0.98
Scheme 94,residential,8,good,low,medium,2,yes,2.0,87.6,Safe,22.7534,75.8612,94,low,partial,0,0.44
Kanadiya Road,isolated,20,poor,high,low,58,no,8.0,12.4,Unsafe,22.7823,75.8456,82,low,partial,0,1.04
Tilak Nagar,residential,3,medium,medium,low,14,no,4.2,14.2,Unsafe,22.7089,75.8734,10,low,partial,1,0.58
Nanda Nagar,residential,7,medium,low,medium,9,yes,2.5,76.6,Safe,22.7456,75.8956,64,low,partial,0,0.44
Banganga,residential,8,medium,medium,medium,9,no,4.0,40.9,Medium,22.6934,75.8656,5,medium,partial,1,0.41
Super Corridor,commercial,9,good,low,medium,3,yes,2.0,87.2,Safe,22.8123,75.8934,85,low,full,0,0.48
Musakhedi,residential,0,poor,high,low,34,no,6.0,20.5,Unsafe,22.7134,75.8734,27,medium,partial,0,0.56
Musakhedi,residential,9,poor,high,low,53,no,6.0,11.8,Unsafe,22.7134,75.8734,27,medium,partial,0,0.36
Musakhedi,residential,5,poor,high,low,32,no,6.0,23.6,Unsafe,22.7134,75.8734,27,medium,partial,0,0.53
AB Road,commercial,18,good,low,high,4,yes,1.3,90.9,Safe,22.7233,75.8958,52,low,full,0,0.41
Murai Mohalla,residential,16,medium,medium,low,21,no,4.5,18.7,Unsafe,22.7145,75.8478,13,high,partial,0,0.43
Bicholi Mardana,residential,23,poor,medium,low,17,no,5.5,22.2,Unsafe,22.7734,75.9234,77,medium,partial,0,0.51
Sapna Sangeeta,commercial,23,good,low,medium,3,yes,1.8,65.6,Medium,22.7273,75.88,41,low,full,0,0.64
Pardeshipura,industrial,21,medium,medium,low,6,no,5.0,13.6,Unsafe,22.7289,75.8534,33,medium,partial,1,0.97
Betma Road,isolated,21,poor,high,low,38,no,9.0,20.0,Unsafe,22.7123,75.7723,79,high,none,0,1.03
Chappan Dukan,market,19,good,low,high,2,yes,1.0,88.9,Safe,22.7312,75.8823,43,low,full,0,0.61
Hatod Road,isolated,22,poor,high,low,18,no,8.5,20.1,Unsafe,22.7823,75.7934,81,low,none,0,1.01
Bambori,isolated,10,poor,high,low,35,no,8.5,7.1,Unsafe,22.8234,75.8623,86,low,none,0,0.76
Chambal Colony,residential,5,poor,high,low,18,no,6.5,23.1,Unsafe,22.7289,75.8478,35,low,partial,0,0.54
Scheme 94,residential,16,good,low,medium,1,yes,2.0,92.5,Safe,22.7534,75.8612,94,low,partial,0,0.45
Bhawarkuan,residential,2,medium,medium,low,9,no,3.8,19.2,Unsafe,22.6812,75.8645,3,low,partial,1,0.58
Hira Nagar,residential,13,medium,low,medium,4,no,3.0,77.0,Safe,22.7534,75.8823,62,low,partial,0,0.4
Pipliyahana,residential,13,good,low,medium,1,yes,2.6,92.7,Safe,22.6823,75.8934,48,low,partial,0,0.43
Malwa Mill,industrial,8,poor,high,low,21,no,6.0,15.1,Unsafe,22.7234,75.8345,16,high,none,0,0.73
Sanwer Road Indl,industrial,20,poor,high,low,19,no,7.0,21.5,Unsafe,22.7456,75.8123,74,medium,partial,0,0.94
Chappan Dukan,market,8,good,low,high,10,yes,1.0,85.5,Safe,22.7312,75.8823,43,low,full,0,0.65
Dwarkapuri,residential,5,good,low,low,7,yes,2.5,56.3,Medium,22.7423,75.8867,46,low,partial,0,0.57
Dwarkapuri,residential,9,good,low,medium,7,yes,2.5,85.1,Safe,22.7423,75.8867,46,low,partial,0,0.39
Banganga,residential,21,medium,medium,medium,12,no,4.0,14.2,Unsafe,22.6934,75.8656,5,medium,partial,1,0.58
Palasia,commercial,20,good,low,high,6,yes,1.5,65.9,Medium,22.7197,75.8772,32,low,full,1,0.61
Siyaganj,market,13,medium,medium,high,17,yes,2.0,47.6,Medium,22.7212,75.8623,17,high,partial,1,0.64
South Tukoganj,commercial,15,good,low,high,2,yes,0.8,95.2,Safe,22.7148,75.8826,12,low,full,0,0.48
Murai Mohalla,residential,8,medium,medium,low,9,no,4.5,25.9,Unsafe,22.7145,75.8478,13,high,partial,0,0.41
Bada Rawla Naka,market,7,medium,medium,medium,10,no,3.5,46.3,Medium,22.7089,75.8556,19,low,partial,0,0.57
Bambori,isolated,21,poor,high,low,50,no,8.5,11.4,Unsafe,22.8234,75.8623,86,low,none,0,1.05
Kanadiya,residential,22,medium,medium,low,16,no,4.5,14.5,Unsafe,22.7934,75.8456,83,low,partial,1,0.55
Hira Nagar,residential,9,medium,low,medium,19,no,3.0,63.6,Medium,22.7534,75.8823,62,low,partial,0,0.44
Bhawarkuan,residential,19,medium,medium,medium,15,no,3.8,43.4,Medium,22.6812,75.8645,3,low,partial,1,0.36
Bhawarkuan,residential,15,medium,medium,medium,13,no,3.8,48.4,Medium,22.6812,75.8645,3,low,partial,1,0.36
Pigdambar,isolated,11,poor,medium,low,21,no,8.0,22.9,Unsafe,22.8234,75.9234,87,low,none,0,0.77
Bhagirathpura,residential,3,medium,medium,low,15,no,4.0,12.8,Unsafe,22.7212,75.8489,28,high,partial,0,0.53
AB Road,commercial,0,good,low,low,1,yes,1.3,58.9,Medium,22.7233,75.8958,52,low,full,0,0.61
Bambori,isolated,14,poor,high,low,37,no,8.5,5.2,Unsafe,22.8234,75.8623,86,low,none,0,0.82
Musakhedi,residential,4,poor,high,low,42,no,6.0,23.1,Unsafe,22.7134,75.8734,27,medium,partial,0,0.54
Old Railway Lanes,isolated,11,poor,high,low,32,no,6.5,6.8,Unsafe,22.7134,75.8423,15,high,none,0,0.84
Rau Bypass,isolated,20,poor,high,low,24,no,7.5,11.4,Unsafe,22.6623,75.8034,1,high,none,0,1.04
Scheme 94,residential,5,good,low,low,1,yes,2.0,59.1,Medium,22.7534,75.8612,94,low,partial,0,0.59
Navlakha,commercial,7,medium,low,high,5,yes,1.8,75.7,Safe,22.7156,75.8689,20,medium,partial,1,0.43
Khajrana,residential,11,medium,medium,medium,20,no,3.5,40.9,Medium,22.7395,75.9107,61,medium,partial,1,0.41
Kesar Bagh,residential,2,good,low,low,1,yes,2.3,59.3,Medium,22.7189,75.8734,29,low,partial,0,0.57
Manik Bagh,residential,18,good,low,medium,4,yes,2.1,88.4,Safe,22.6934,75.8823,6,low,partial,0,0.36
Sapna Sangeeta,commercial,3,good,low,low,2,yes,1.8,58.9,Medium,22.7273,75.88,41,low,full,0,0.61
Chappan Dukan,market,21,good,low,high,4,yes,1.0,78.6,Safe,22.7312,75.8823,43,low,full,0,0.84
Khajrana,residential,8,medium,medium,medium,16,no,3.5,36.0,Unsafe,22.7395,75.9107,61,medium,partial,1,0.4
Old Railway Lanes,isolated,12,poor,high,low,44,no,6.5,24.0,Unsafe,22.7134,75.8423,15,high,none,0,0.77
Limbodi,residential,3,medium,medium,low,8,no,5.5,6.0,Unsafe,22.8123,75.8456,84,medium,partial,0,0.6
Kanadiya Road,isolated,17,poor,high,low,36,no,8.0,24.0,Unsafe,22.7823,75.8456,82,low,partial,0,0.77
Musakhedi,residential,16,poor,high,low,47,no,6.0,16.5,Unsafe,22.7134,75.8734,27,medium,partial,0,0.42
Musakhedi,residential,22,poor,high,low,54,no,6.0,17.6,Unsafe,22.7134,75.8734,27,medium,partial,0,0.58
Juni Indore,market,20,medium,medium,medium,20,no,3.0,9.5,Unsafe,22.7123,75.8512,16,high,partial,0,0.85
Bapat Square,commercial,2,good,low,low,1,yes,1.4,58.4,Medium,22.7234,75.8867,36,low,full,0,0.66
Anand Bazaar,commercial,21,good,low,high,3,yes,1.6,68.6,Medium,22.7167,75.8623,21,low,partial,0,0.64
Siyaganj,market,9,medium,medium,high,16,yes,2.0,42.7,Medium,22.7212,75.8623,17,high,partial,1,0.63
Super Corridor,commercial,23,good,low,low,1,yes,2.0,59.2,Medium,22.8123,75.8934,85,low,full,0,0.58
Tejpur Gadbadi,isolated,23,poor,high,low,34,no,9.5,14.0,Unsafe,22.7534,75.9345,73,low,none,0,0.95
Bambori,isolated,13,poor,high,low,40,no,8.5,10.9,Unsafe,22.8234,75.8623,86,low,none,0,0.81
Pardeshipura,industrial,7,medium,medium,low,11,no,5.0,20.9,Unsafe,22.7289,75.8534,33,medium,partial,1,0.71
Bambori,isolated,7,poor,high,low,27,no,8.5,11.6,Unsafe,22.8234,75.8623,86,low,none,0,0.82
Banganga,residential,8,medium,medium,medium,22,no,4.0,28.7,Unsafe,22.6934,75.8656,5,medium,partial,1,0.43
Raoji Bazar,market,19,medium,medium,high,16,yes,1.8,43.1,Medium,22.7198,75.8534,11,high,partial,0,0.59
Vijay Nagar,commercial,15,good,low,high,4,yes,1.2,95.4,Safe,22.7343,75.8867,45,low,full,1,0.46
Rau,residential,10,medium,low,medium,6,no,4.0,68.0,Medium,22.6734,75.8123,1,low,partial,1,0.4
Raoji Bazar,market,20,medium,medium,high,19,yes,1.8,20.5,Unsafe,22.7198,75.8534,11,high,partial,0,0.85
Bhagirathpura,residential,7,medium,medium,medium,12,no,4.0,28.2,Unsafe,22.7212,75.8489,28,high,partial,0,0.38
Old Railway Lanes,isolated,21,poor,high,low,21,no,6.5,18.5,Unsafe,22.7134,75.8423,15,high,none,0,1.05
Palasia,commercial,4,good,low,low,3,yes,1.5,58.7,Medium,22.7197,75.8772,32,low,full,1,0.63
Hira Nagar,residential,15,medium,low,medium,13,no,3.0,68.7,Medium,22.7534,75.8823,62,low,partial,0,0.43
Sapna Sangeeta,commercial,1,good,low,low,1,yes,1.8,58.5,Medium,22.7273,75.88,41,low,full,0,0.65
Tilak Nagar,residential,23,medium,medium,low,11,no,4.2,14.6,Unsafe,22.7089,75.8734,10,low,partial,1,0.54
Bhanwarkuan,residential,4,medium,medium,low,12,no,3.5,14.8,Unsafe,22.6812,75.8645,3,low,partial,0,0.52
Hatod Road,isolated,14,poor,high,low,51,no,8.5,20.0,Unsafe,22.7823,75.7934,81,low,none,0,0.76
Kanadiya,residential,13,medium,medium,medium,17,no,4.5,48.1,Medium,22.7934,75.8456,83,low,partial,1,0.39
Musakhedi,residential,4,poor,high,low,49,no,6.0,20.8,Unsafe,22.7134,75.8734,27,medium,partial,0,0.56
Rajwada,market,9,medium,medium,high,17,yes,1.5,51.3,Medium,22.718,75.8573,8,medium,partial,1,0.57
MG Road,commercial,1,good,low,low,3,yes,1.0,58.6,Medium,22.7196,75.8799,18,low,full,1,0.64
Murai Mohalla,residential,0,medium,medium,low,22,no,4.5,20.8,Unsafe,22.7145,75.8478,13,high,partial,0,0.54
Bapat Square,commercial,21,good,low,high,3,yes,1.4,68.5,Medium,22.7234,75.8867,36,low,full,0,0.65
Raoji Bazar,market,6,medium,medium,medium,15,yes,1.8,39.8,Unsafe,22.7198,75.8534,11,high,partial,0,0.62
Mhow Road,commercial,8,medium,medium,medium,13,yes,3.5,50.1,Medium,22.6534,75.8234,26,low,partial,0,0.49
Kanadiya,residential,16,medium,medium,medium,18,no,4.5,47.5,Medium,22.7934,75.8456,83,low,partial,1,0.45
Kanadiya Road,isolated,7,poor,high,low,22,no,8.0,6.8,Unsafe,22.7823,75.8456,82,low,partial,0,0.76
Govind Colony,residential,4,medium,low,low,11,no,3.8,29.5,Unsafe,22.7312,75.8912,47,low,partial,0,0.55
Pardeshipura,industrial,19,medium,medium,low,12,no,5.0,20.9,Unsafe,22.7289,75.8534,33,medium,partial,1,0.71
Kanadiya Road,isolated,11,poor,high,low,26,no,8.0,14.9,Unsafe,22.7823,75.8456,82,low,partial,0,0.78
Manik Bagh,residential,0,good,low,low,4,yes,2.1,59.4,Medium,22.6934,75.8823,6,low,partial,0,0.56
Sanwer Road Indl,industrial,14,poor,high,low,38,no,7.0,6.2,Unsafe,22.7456,75.8123,74,medium,partial,0,0.68
Musakhedi,residential,6,poor,high,low,36,no,6.0,16.0,Unsafe,22.7134,75.8734,27,medium,partial,0,0.37
Banganga,residential,14,medium,medium,medium,20,no,4.0,41.4,Medium,22.6934,75.8656,5,medium,partial,1,0.36
Jawahar Marg,commercial,12,good,low,high,1,yes,1.5,95.7,Safe,22.7178,75.8712,22,low,partial,0,0.43
Govind Colony,residential,11,medium,low,medium,9,no,3.8,68.1,Medium,22.7312,75.8912,47,low,partial,0,0.39
Chhota Bangarda,residential,13,medium,medium,low,9,no,5.0,45.9,Medium,22.7823,75.9123,76,low,none,0,0.41
Tejaji Nagar,residential,10,medium,medium,medium,18,no,3.2,41.3,Medium,22.6934,75.8345,23,medium,partial,0,0.37
Old Railway Lanes,isolated,10,poor,high,low,43,no,6.5,13.8,Unsafe,22.7134,75.8423,15,high,none,0,0.84
Pigdambar,isolated,17,poor,medium,low,26,no,8.0,22.8,Unsafe,22.8234,75.9234,87,low,none,0,0.77
Super Corridor,commercial,23,good,low,low,2,yes,2.0,58.9,Medium,22.8123,75.8934,85,low,full,0,0.61
Pigdambar,isolated,12,poor,medium,low,21,no,8.0,12.0,Unsafe,22.8234,75.9234,87,low,none,0,0.81
Palda,residential,5,medium,medium,low,9,no,5.0,19.6,Unsafe,22.6734,75.9123,24,low,partial,0,0.54
Scheme 78,residential,14,good,low,medium,2,yes,2.2,92.7,Safe,22.7467,75.8756,78,low,full,0,0.43
Rau,residential,19,medium,low,medium,3,no,4.0,66.0,Medium,22.6734,75.8123,1,low,partial,1,0.4
Juni Indore,market,19,medium,medium,medium,19,no,3.0,32.0,Unsafe,22.7123,75.8512,16,high,partial,0,0.6
Bapat Square,commercial,12,good,low,high,1,yes,1.4,95.5,Safe,22.7234,75.8867,36,low,full,0,0.45
Sapna Sangeeta,commercial,23,good,low,medium,2,yes,1.8,65.9,Medium,22.7273,75.88,41,low,full,0,0.61
South Tukoganj,commercial,18,good,low,high,1,yes,0.8,91.0,Safe,22.7148,75.8826,12,low,full,0,0.4
LIG Colony,residential,19,good,low,medium,7,yes,2.4,84.6,Safe,22.7423,75.8734,55,low,partial,1,0.44
Geeta Bhawan,residential,22,good,low,low,1,yes,2.8,59.4,Medium,22.7242,75.882,38,low,full,0,0.56
Juni Indore,market,1,medium,medium,low,12,no,3.0,7.3,Unsafe,22.7123,75.8512,16,high,partial,0,0.89
Juni Indore,market,3,medium,medium,low,14,no,3.0,7.9,Unsafe,22.7123,75.8512,16,high,partial,0,0.81
South Tukoganj,commercial,16,good,low,high,2,yes,0.8,95.6,Safe,22.7148,75.8826,12,low,full,0,0.44
Hatod Road,isolated,22,poor,high,low,23,no,8.5,20.2,Unsafe,22.7823,75.7934,81,low,none,0,0.96
Tejaji Nagar,residential,17,medium,medium,medium,9,no,3.2,41.0,Medium,22.6934,75.8345,23,medium,partial,0,0.4
Khajrana,residential,20,medium,medium,medium,24,no,3.5,7.0,Unsafe,22.7395,75.9107,61,medium,partial,1,0.6
Limbodi,residential,4,medium,medium,low,14,no,5.5,17.4,Unsafe,22.8123,75.8456,84,medium,partial,0,0.58
Bhanwarkuan,residential,8,medium,medium,medium,14,no,3.5,43.0,Medium,22.6812,75.8645,3,low,partial,0,0.4
Rau Bypass,isolated,6,poor,high,low,41,no,7.5,7.0,Unsafe,22.6623,75.8034,1,high,none,0,0.8
Bicholi Mardana,residential,8,poor,medium,low,6,no,5.5,15.7,Unsafe,22.7734,75.9234,77,medium,partial,0,0.43
Rajwada,market,12,medium,medium,high,13,yes,1.5,56.1,Medium,22.718,75.8573,8,medium,partial,1,0.59
Pipliyahana,residential,13,good,low,medium,6,yes,2.6,89.6,Safe,22.6823,75.8934,48,low,partial,0,0.44
Bapat Square,commercial,5,good,low,low,1,yes,1.4,58.5,Medium,22.7234,75.8867,36,low,full,0,0.65
Murai Mohalla,residential,10,medium,medium,low,16,no,4.5,25.7,Unsafe,22.7145,75.8478,13,high,partial,0,0.43
Palda,residential,22,medium,medium,low,15,no,5.0,14.5,Unsafe,22.6734,75.9123,24,low,partial,0,0.55
Bapat Square,commercial,23,good,low,medium,4,yes,1.4,65.8,Medium,22.7234,75.8867,36,low,full,0,0.62
Anand Bazaar,commercial,21,good,low,high,4,yes,1.6,68.6,Medium,22.7167,75.8623,21,low,partial,0,0.64
Palasia,commercial,4,good,low,low,6,yes,1.5,56.0,Medium,22.7197,75.8772,32,low,full,1,0.6
AB Road,commercial,16,good,low,high,8,yes,1.3,92.4,Safe,22.7233,75.8958,52,low,full,0,0.46
Pigdambar,isolated,17,poor,medium,low,39,no,8.0,6.7,Unsafe,22.8234,75.9234,87,low,none,0,0.76
Bapat Square,commercial,14,good,low,high,4,yes,1.4,95.5,Safe,22.7234,75.8867,36,low,full,0,0.45
Vijay Nagar,commercial,4,good,low,low,2,yes,1.2,58.4,Medium,22.7343,75.8867,45,low,full,1,0.66
Scheme 78,residential,21,good,low,medium,5,yes,2.2,66.6,Medium,22.7467,75.8756,78,low,full,0,0.54
Old Railway Lanes,isolated,2,poor,high,low,46,no,6.5,19.0,Unsafe,22.7134,75.8423,15,high,none,0,1.05
Bambori,isolated,15,poor,high,low,60,no,8.5,6.5,Unsafe,22.8234,75.8623,86,low,none,0,0.82
Limbodi,residential,6,medium,medium,low,11,no,5.5,23.4,Unsafe,22.8123,75.8456,84,medium,partial,0,0.36
Malwa Mill,industrial,12,poor,high,low,30,no,6.0,21.4,Unsafe,22.7234,75.8345,16,high,none,0,0.75
Musakhedi,residential,10,poor,high,low,35,no,6.0,19.1,Unsafe,22.7134,75.8734,27,medium,partial,0,0.39
Bicholi Mardana,residential,21,poor,medium,low,13,no,5.5,6.6,Unsafe,22.7734,75.9234,77,medium,partial,0,0.59
Hira Nagar,residential,7,medium,low,medium,10,no,3.0,69.2,Medium,22.7534,75.8823,62,low,partial,0,0.38
Nipania,residential,3,good,low,low,6,yes,2.2,56.0,Medium,22.7634,75.9123,71,low,partial,0,0.6
Bhawarkuan,residential,11,medium,medium,medium,7,no,3.8,52.7,Medium,22.6812,75.8645,3,low,partial,1,0.43
Jawahar Marg,commercial,9,good,low,high,1,yes,1.5,90.8,Safe,22.7178,75.8712,22,low,partial,0,0.42
Navlakha,commercial,1,medium,low,low,7,yes,1.8,40.7,Medium,22.7156,75.8689,20,medium,partial,1,0.63
Pigdambar,isolated,2,poor,medium,low,21,no,8.0,6.7,Unsafe,22.8234,75.9234,87,low,none,0,1.0
Dwarkapuri,residential,0,good,low,low,10,yes,2.5,56.9,Medium,22.7423,75.8867,46,low,partial,0,0.51
Hira Nagar,residential,11,medium,low,medium,10,no,3.0,74.4,Safe,22.7534,75.8823,62,low,partial,0,0.36
Govind Colony,residential,18,medium,low,medium,14,no,3.8,58.2,Medium,22.7312,75.8912,47,low,partial,0,0.38
Khajrana,residential,23,medium,medium,low,10,no,3.5,12.4,Unsafe,22.7395,75.9107,61,medium,partial,1,0.56
Chappan Dukan,market,20,good,low,high,5,yes,1.0,78.6,Safe,22.7312,75.8823,43,low,full,0,0.84
Govind Colony,residential,4,medium,low,low,6,no,3.8,34.3,Unsafe,22.7312,75.8912,47,low,partial,0,0.57
Hatod Road,isolated,6,poor,high,low,30,no,8.5,24.7,Unsafe,22.7823,75.7934,81,low,none,0,0.8
Siyaganj,market,11,medium,medium,high,16,yes,2.0,48.2,Medium,22.7212,75.8623,17,high,partial,1,0.58
Siyaganj,market,20,medium,medium,high,16,yes,2.0,20.5,Unsafe,22.7212,75.8623,17,high,partial,1,0.85
Loha Mandi,industrial,2,poor,high,low,33,no,7.0,12.5,Unsafe,22.7089,75.8512,14,high,none,0,0.95
Manik Bagh,residential,13,good,low,medium,1,yes,2.1,92.5,Safe,22.6934,75.8823,6,low,partial,0,0.45
Siyaganj,market,12,medium,medium,high,10,yes,2.0,52.8,Medium,22.7212,75.8623,17,high,partial,1,0.62
Scheme 140,residential,20,good,low,medium,1,yes,2.8,66.6,Medium,22.7634,75.8734,69,low,partial,0,0.54
Jawahar Marg,commercial,11,good,low,high,2,yes,1.5,95.7,Safe,22.7178,75.8712,22,low,partial,0,0.43
Anand Bazaar,commercial,1,good,low,low,1,yes,1.6,58.4,Medium,22.7167,75.8623,21,low,partial,0,0.66
Murai Mohalla,residential,5,medium,medium,low,17,no,4.5,12.4,Unsafe,22.7145,75.8478,13,high,partial,0,0.56
Limbodi,residential,5,medium,medium,low,7,no,5.5,6.2,Unsafe,22.8123,75.8456,84,medium,partial,0,0.58
Navlakha,commercial,13,medium,low,high,4,yes,1.8,80.7,Safe,22.7156,75.8689,20,medium,partial,1,0.43
Scheme 94,residential,16,good,low,medium,3,yes,2.0,92.7,Safe,22.7534,75.8612,94,low,partial,0,0.43
Bapat Square,commercial,3,good,low,low,2,yes,1.4,58.8,Medium,22.7234,75.8867,36,low,full,0,0.62
Juni Indore,market,7,medium,medium,medium,6,no,3.0,36.8,Unsafe,22.7123,75.8512,16,high,partial,0,0.62
